,SCOPUS ID,PUBMED ID,title,journal,volume,articlenum,date,type,forward citations,abstract,keywords,authors,backward citations,id,CONTROVERSIAL,GOOD_FOR_TEACHING,CONFIRMATION,TECHNICAL_ADVANCE,NOVEL_DRUG_TARGET,NEW_FINDING,HYPOTHESIS,REFUTATION,NEGATIVE,year
9070,SCOPUS_ID:0035831033,11257222,"Inducible and reversible enhancement of learning, memory, and long-term potentiation by genetic inhibition of calcineurin",Cell,104.0,675-686,2001-03-09,Article,409,"The threshold for hippocampal-dependent synaptic plasticity and memory storage is thought to be determined by the balance between protein phosphorylation and dephosphorylation mediated by the kinase PKA and the phosphatase calcineurin. To establish whether endogenous calcineurin acts as an inhibitory constraint in this balance, we examined the effect of genetically inhibiting calcineurin on plasticity and memory. Using the doxycycline-dependent rtTA system to express a calcineurin inhibitor reversibly in the mouse brain, we find that the transient reduction of calcineurin activity facilitates LTP in vitro and in vivo. This facilitation is PKA dependent and persists over several days in vivo. It is accompanied by enhanced learning and strengthened short- and long-term memory in several hippocampal-dependent spatial and nonspatial tasks. The LTP and memory improvements are reversed fully by suppression of transgene expression. These results demonstrate that endogenous calcineurin constrains LTP and memory.",,Malleret G.; Haditsch U.; Genoux D.; Jones M.W.; Bliss T.V.P.; Vanhoose A.M.; Weitlauf C.; Kandel E.R.; Winder D.G.; Mansuy I.M.,53.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
5453,SCOPUS_ID:0025058346,2154333,The MotA protein of E. coli is a proton-conducting component of the flagellar motor,Cell,60.0,439-449,1990-02-09,Article,243,"A number of mutants of motA, a gene necessary for flagellar rotation in E. coli, were isolated and characterized. Many mutations were dominant, owing to competition between functional and nonfunctional MotA for a limited number of sites on the flagellar motor. A new class of mutant was discovered in which flagellar torque is normal at low speeds but reduced at high speeds. Hydrogen isotope effects on these mutants indicate that MotA catalyzes proton transfer. We confirmed an earlier observation that overproduction of MotA leads to accumulation of the protein in the cytoplasmic membrane and to significant decreases in growth rate. When nonfunctional mutant variants of MotA were overproduced instead, they accumulated in the cytoplasmic membrane, but growth was not impaired. These results also suggest that MotA conducts protons. This was confirmed by measuring the proton permeabilities of vesicles containing wild-type or mutant MotA proteins. © 1990.",,Blair D.F.; Berg H.C.,66.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
11951,SCOPUS_ID:84865218588,22901808,The BMP inhibitor Coco reactivates breast cancer cells at lung metastatic sites,Cell,150.0,764-779,2012-08-17,Article,287,"The mechanistic underpinnings of metastatic dormancy and reactivation are poorly understood. A gain-of-function cDNA screen reveals that Coco, a secreted antagonist of TGF-β ligands, induces dormant breast cancer cells to undergo reactivation in the lung. Mechanistic studies indicate that Coco exerts this effect by blocking lung-derived BMP ligands. Whereas Coco enhances the manifestation of traits associated with cancer stem cells, BMP signaling suppresses it. Coco induces a discrete gene expression signature, which is strongly associated with metastatic relapse to the lung, but not to the bone or brain in patients. Experiments in mouse models suggest that these latter organs contain niches devoid of bioactive BMP. These findings reveal that metastasis-initiating cells need to overcome organ-specific antimetastatic signals in order to undergo reactivation. © 2012 Elsevier Inc.",,Gao H.; Chakraborty G.; Lee-Lim A.P.; Mo Q.; Decker M.; Vonica A.; Shen R.; Brogi E.; Brivanlou A.H.; Giancotti F.G.,68.0,717960392.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2012
11784,SCOPUS_ID:79551661274,21295698,O-GlcNAc transferase catalyzes site-specific proteolysis of HCF-1,Cell,144.0,376-388,2011-02-04,Article,169,"The human epigenetic cell-cycle regulator HCF-1 undergoes an unusual proteolytic maturation process resulting in stably associated HCF-1N and HCF-1C subunits that regulate different aspects of the cell cycle. Proteolysis occurs at six centrally located HCF-1PRO-repeat sequences and is important for activation of HCF-1C-subunit functions in M phase progression. We show here that the HCF-1PRO repeat is recognized by O-linked β-N-acetylglucosamine transferase (OGT), which both O-GlcNAcylates the HCF-1N subunit and directly cleaves the HCF-1 PRO repeat. Replacement of the HCF-1PRO repeats by a heterologous proteolytic cleavage signal promotes HCF-1 proteolysis but fails to activate HCF-1C-subunit M phase functions. These results reveal an unexpected role of OGT in HCF-1 proteolytic maturation and an unforeseen nexus between OGT-directed O-GlcNAcylation and proteolytic maturation in HCF-1 cell-cycle regulation. PaperClip: © 2011 Elsevier Inc.",,Capotosti F.; Guernier S.; Lammers F.; Waridel P.; Cai Y.; Jin J.; Conaway J.W.; Conaway R.C.; Herr W.,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
13202,SCOPUS_ID:84928386012,25910207,Mammalian NET-seq reveals genome-wide nascent transcription coupled to RNA processing,Cell,161.0,526-540,2015-04-23,Article,308,"© 2015 The Authors.Transcription is a highly dynamic process. Consequently, we have developed native elongating transcript sequencing technology for mammalian chromatin (mNET-seq), which generates single-nucleotide resolution, nascent transcription profiles. Nascent RNA was detected in the active site of RNA polymerase II (Pol II) along with associated RNA processing intermediates. In particular, we detected 5′splice site cleavage by the spliceosome, showing that cleaved upstream exon transcripts are associated with Pol II CTD phosphorylated on the serine 5 position (S5P), which is accumulated over downstream exons. Also, depletion of termination factors substantially reduces Pol II pausing at gene ends, leading to termination defects. Notably, termination factors play an additional promoter role by restricting non-productive RNA synthesis in a Pol II CTD S2P-specific manner. Our results suggest that CTD phosphorylation patterns established for yeast transcription are significantly different in mammals. Taken together, mNET-seq provides dynamic and detailed snapshots of the complex events underlying transcription in mammals.",,Nojima T.; Gomes T.; Grosso A.R.F.; Kimura H.; Dye M.J.; Dhir S.; Carmo-Fonseca M.; Proudfoot N.J.,63.0,725446617.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2015
8775,SCOPUS_ID:0034724557,10847684,Single active site catalysis of the successive phosphoryl transfer steps by DNA transposases: Insights from phosphorothioate stereoselectivity,Cell,101.0,295-305,2000-04-28,Article,74,"The transposase family of proteins mediate DNA transposition or retroviral DNA integration via multistep phosphoryl transfer reactions. For Tn10 and phage Mu, a single active site of one transposase protomer catalyzes the successive transposition reaction steps. We examined phosphorothioate stereoselectivity at the scissile position for all four reaction steps catalyzed by the Tn10 transposase. The results suggest that the first three steps required for double-strand cutting at the transposon end proceed as a succession of pseudo-reverse reaction steps while the 3' end of the transposon remains bound to the same side of the active site. However, the mode of substrate binding to the active site changes for the cut transposon 3' end to target DNA strand joining. The phosphorothioate stereoselectivity of the corresponding steps of phage Mu transposition and HIV DNA integration matches that of Tn10 reaction, indicating a common mode of substrate-active site interactions for this class of DNA transposition reactions.",,Kennedy A.K.; Haniford D.B.; Mizuuchi K.,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
7732,SCOPUS_ID:0030831129,9393855,Regulation of golgi structure through heterotrimeric G proteins,Cell,91.0,617-626,1997-11-28,Article,103,"We have previously shown that ilimaquinone (IQ), a marine sponge metabolite, causes complete vesiculation of the Golgi stacks. By reconstituting the IQ-mediated vesiculation of the Golgi apparatus in permeabilized cells, we now demonstrate that this process does not require ARF and coatomers, which are necessary for the formation of Golgi-derived COPI vesicles. We find that IQ-mediated Golgi vesiculation is inhibited by Gα3-GDP and Gα13-GDP. Interestingly, adding βγ subunits in the absence of IQ is sufficient to vesiculate Golgi stacks. Our findings reveal that IQ- mediated Golgi vesiculation occurs through activation of heterotrimeric G proteins and that it is the free βγ, and not the activated α subunit, that triggers Golgi vesiculation.",,Jamora C.; Takizawa P.A.; Zaarour R.F.; Denesvre C.; Faulkner D.J.; Malhotra V.,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997
6619,SCOPUS_ID:0027397310,8422674,Frameshifting in the expression of the E. coli trpR gene occurs by the bypassing of a segment of its coding sequence,Cell,72.0,121-130,1993-01-15,Article,27,"The E. coli trpR gene encodes the 108 amino acid long trp repressor. We have previously shown that a + 1 frameshifting event occurs during the expression of trpR. Here we show that the transition from the 0 to the + 1 frame of trpR occurs by the bypassing of a 55 nt long segment of the trpR+1-lacZ mRNA. This bypassing event is not pretranslational, and it probably takes place during translation. Two adjacent elements are required: a specific sequence of trpR, which must be preceded by a nonspecific 5′ end longer than 10 translatable codons. Unique to trpR-lacZ bypassing is that the 55 nt long region must be translated in frame 0 to enable bypassing into the + 1 frame. Translational bypassing as a newly discovered mechanism of gene expression is discussed, and the possible existence of translational introns is suggested. © 1993.",,Benhar I.; Engelberg-Kulka H.,38.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993
13924,SCOPUS_ID:85018736010,28475895,SLERT Regulates DDX21 Rings Associated with Pol I Transcription,Cell,169.0,664-678.e16,2017-05-04,Article,134,"© 2017 Elsevier Inc.Dysregulated rRNA synthesis by RNA polymerase I (Pol I) is associated with uncontrolled cell proliferation. Here, we report a box H/ACA small nucleolar RNA (snoRNA)-ended long noncoding RNA (lncRNA) that enhances pre-rRNA transcription (SLERT). SLERT requires box H/ACA snoRNAs at both ends for its biogenesis and translocation to the nucleolus. Deletion of SLERT impairs pre-rRNA transcription and rRNA production, leading to decreased tumorigenesis. Mechanistically, SLERT interacts with DEAD-box RNA helicase DDX21 via a 143-nt non-snoRNA sequence. Super-resolution images reveal that DDX21 forms ring-shaped structures surrounding multiple Pol I complexes and suppresses pre-rRNA transcription. Binding by SLERT allosterically alters individual DDX21 molecules, loosens the DDX21 ring, and evicts DDX21 suppression on Pol I transcription. Together, our results reveal an important control of ribosome biogenesis by SLERT lncRNA and its regulatory role in DDX21 ring-shaped arrangements acting on Pol I complexes.",DDX21; nucleolus; RNA polymerase I; SIM; SLERT; sno-lncRNA,Xing Y.-H.; Yao R.-W.; Zhang Y.; Guo C.-J.; Jiang S.; Xu G.; Dong R.; Yang L.; Chen L.-L.,38.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
5559,SCOPUS_ID:0026048594,1913824,Parallel activation of the NIMA and p34cdc2 cell cycle-regulated protein kinases is required to initiate mitosis in A. nidulans,Cell,67.0,283-291,1991-10-18,Article,185,"We show that in Aspergillus nidulans, p34cdc2 tyrosine dephosphorylation accompanies activation of p34cdc2 as an H1 kinase at mitosis. However, the nimA5 mutation arrests cells in G2 with p34cdc2 tyrosine dephosphorylated and fully active as an H1 kinase. Activation of NIMA is therefore not required for p34cdc2 activation. Furthermore, mutation of nimT, which encodes a protein with 50% similarity to fission yeast cdc25, causes a G2 arrest and prevents tyrosine dephosphorylation of p34cdc2 but does not prevent full activation of the NIMA protein kinase. Mitotic activation of p34cdc2 by tyrosine dephosphorylation is therefore not required for activation of NIMA. These data suggest that activation of either the p34cdc2 protein kinase or the NIMA protein kinase alone is not sufficient to initiate mitosis. Parallel activation of both cell cycle-regulated protein kinases is required to trigger mitosis. © 1991.",,Osmani A.H.; McGuire S.L.; Osmani S.A.,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991
14067,SCOPUS_ID:85056545657,30343895,Bifunctional Immunity Proteins Protect Bacteria against FtsZ-Targeting ADP-Ribosylating Toxins,Cell,175.0,1380-1392.e14,2018-11-15,Article,58,"© 2018 Elsevier Inc.ADP-ribosylation of proteins can profoundly impact their function and serves as an effective mechanism by which bacterial toxins impair eukaryotic cell processes. Here, we report the discovery that bacteria also employ ADP-ribosylating toxins against each other during interspecies competition. We demonstrate that one such toxin from Serratia proteamaculans interrupts the division of competing cells by modifying the essential bacterial tubulin-like protein, FtsZ, adjacent to its protomer interface, blocking its capacity to polymerize. The structure of the toxin in complex with its immunity determinant revealed two distinct modes of inhibition: active site occlusion and enzymatic removal of ADP-ribose modifications. We show that each is sufficient to support toxin immunity; however, the latter additionally provides unprecedented broad protection against non-cognate ADP-ribosylating effectors. Our findings reveal how an interbacterial arms race has produced a unique solution for safeguarding the integrity of bacterial cell division machinery against inactivating post-translational modifications. A widely conserved toxin for interbacterial competition targets proteins for ADP-ribosylation, while antitoxins fight back using dual mechanisms of active site occlusion and enzymatic reversal of the modification, conferring broad immunity to diverse toxins.",ADP-ribosylation; bacterial communities; Esx secretion; toxin; type VI secretion,Ting S.-Y.; Bosch D.E.; Mangiameli S.M.; Radey M.C.; Huang S.; Park Y.-J.; Kelly K.A.; Filip S.K.; Goo Y.A.; Eng J.K.; Allaire M.; Veesler D.; Wiggins P.A.; Peterson S.B.; Mougous J.D.,53.0,734272225.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2018
7291,SCOPUS_ID:0028986196,7867070,Crystal structure of the A domain from the a subunit of integrin CR3 (CD11 b/CD18),Cell,80.0,631-638,1995-02-24,Article,798,"We have determined the high resolution crystal structure of the A domain from the a chain of integrin CR3. The domain adopts a classic α/β ""Rossmann"" fold and contains an unusual Mg2+ coordination site at its surface. One of the coordinating ligands is the glutamate side chain from another A domain molecule. We suggest that this site represents a general metal ion-dependent adhesion site (MIDAS) for binding protein ligands. We further propose that the subunits of integrins contain a MIDAS motif within a modified A domain. Our crystal structure will allow reliable models to be built for other members of the A domain superfamily and should facilitate development of novel adhesion modulatory drugs. © 1995.",,Lee J.-O.; Rieu P.; Arnaout M.A.; Liddington R.,74.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995
14865,SCOPUS_ID:85096196566,33207184,Compromised Humoral Functional Evolution Tracks with SARS-CoV-2 Mortality,Cell,183.0,1508-1519.e12,2020-12-10,Article,126,"© 2020 Elsevier Inc.The urgent need for an effective SARS-CoV-2 vaccine has forced development to progress in the absence of well-defined correlates of immunity. While neutralization has been linked to protection against other pathogens, whether neutralization alone will be sufficient to drive protection against SARS-CoV-2 in the broader population remains unclear. Therefore, to fully define protective humoral immunity, we dissected the early evolution of the humoral response in 193 hospitalized individuals ranging from moderate to severe. Although robust IgM and IgA responses evolved in both survivors and non-survivors with severe disease, non-survivors showed attenuated IgG responses, accompanied by compromised Fcɣ receptor binding and Fc effector activity, pointing to deficient humoral development rather than disease-enhancing humoral immunity. In contrast, individuals with moderate disease exhibited delayed responses that ultimately matured. These data highlight distinct humoral trajectories associated with resolution of SARS-CoV-2 infection and the need for early functional humoral immunity. © 2020 Elsevier Inc.Analyses of the functional humoral trajectories associated with the resolution of SARS-CoV-2 infection find that despite equivalent IgM and IgA immunity to the virus across all levels of disease severity, survival and recovery are linked to early class switching to IgG and the ability to leverage Fcγ receptors targeting the spike protein.",antibodies; COVID-19; dynamics; Fc receptors; innate immunity; SARS-CoV-2,Zohar T.; Loos C.; Fischinger S.; Atyeo C.; Wang C.; Slein M.D.; Burke J.; Yu J.; Feldman J.; Hauser B.M.; Caradonna T.; Schmidt A.G.; Cai Y.; Streeck H.; Ryan E.T.; Barouch D.H.; Charles R.C.; Lauffenburger D.A.; Alter G.,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
2474,SCOPUS_ID:0020827718,6616619,Differentiation in mouse melanoma cells: Initial reversibility and an on-off stochastic model,Cell,34.0,445-453,1983-01-01,Article,86,"Various proposals that a stochastic event, ""commitment"" is the first and rate-limiting step in mammalian cell differentiation were tested in one cell type, B16C3 mouse melanoma cells. Differentiation (pigment production) was observed in time-lapse films and in cloned single cells. As predicted by all the theories, onset of differentiation was at widely variable times in different cells after stimulation; and selection experiments showed that little of the variability was genetic. Contrary to some theories, differentiation appeared unrelated to cell division. Two properties of the melanoma cells did not fit any of the theories: times of differentiation were highly correlated in sister cells; and differentiation could be reversed in a proportion of cells, which was highest at the lowest levels of pigmentation. Dedifferentiation was associated with cell proliferation, so that most pigmented clones were small and most unpigmented clones large. These findings are accommodated by a model in which functions associated with differentiation can switch on and off, but an inhibition of the off transition builds up in the on state. © 1983.",,Bennett D.C.,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
14348,SCOPUS_ID:85044170239,29576454,Profound Tissue Specificity in Proliferation Control Underlies Cancer Drivers and Aneuploidy Patterns,Cell,173.0,499-514.e23,2018-04-05,Article,89,"© 2018 Elsevier Inc.Genomics has provided a detailed structural description of the cancer genome. Identifying oncogenic drivers that work primarily through dosage changes is a current challenge. Unrestrained proliferation is a critical hallmark of cancer. We constructed modular, barcoded libraries of human open reading frames (ORFs) and performed screens for proliferation regulators in multiple cell types. Approximately 10% of genes regulate proliferation, with most performing in an unexpectedly highly tissue-specific manner. Proliferation drivers in a given cell type showed specific enrichment in somatic copy number changes (SCNAs) from cognate tumors and helped predict aneuploidy patterns in those tumors, implying that tissue-type-specific genetic network architectures underlie SCNA and driver selection in different cancers. In vivo screening confirmed these results. We report a substantial contribution to the catalog of SCNA-associated cancer drivers, identifying 147 amplified and 107 deleted genes as potential drivers, and derive insights about the genetic network architecture of aneuploidy in tumors. The highly tissue-specific epigenetic landscape of a given cell type establishes its responsiveness to oncogenic proliferation signals and determines which drivers, somatic copy number changes, and anueploidies are selected during tumorigenesis.",aneuploidy; cancer drivers; gain of function screens; genetic screens; KRTAP; ORF screens; proliferation; SCNA; tissue specificity,Sack L.M.; Davoli T.; Li M.Z.; Li Y.; Xu Q.; Naxerova K.; Wooten E.C.; Bernardi R.J.; Martin T.D.; Chen T.; Leng Y.; Liang A.C.; Scorsone K.A.; Westbrook T.F.; Wong K.-K.; Elledge S.J.,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
13904,SCOPUS_ID:85019361528,28528644,Bypassing Negative Epistasis on Yield in Tomato Imposed by a Domestication Gene,Cell,169.0,1142-1155.e12,2017-06-01,Article,180,"© 2017 Elsevier Inc.Selection for inflorescence architecture with improved flower production and yield is common to many domesticated crops. However, tomato inflorescences resemble wild ancestors, and breeders avoided excessive branching because of low fertility. We found branched variants carry mutations in two related transcription factors that were selected independently. One founder mutation enlarged the leaf-like organs on fruits and was selected as fruit size increased during domestication. The other mutation eliminated the flower abscission zone, providing “jointless” fruit stems that reduced fruit dropping and facilitated mechanical harvesting. Stacking both beneficial traits caused undesirable branching and sterility due to epistasis, which breeders overcame with suppressors. However, this suppression restricted the opportunity for productivity gains from weak branching. Exploiting natural and engineered alleles for multiple family members, we achieved a continuum of inflorescence complexity that allowed breeding of higher-yielding hybrids. Characterizing and neutralizing similar cases of negative epistasis could improve productivity in many agricultural organisms. Video Abstract",breeding; domestication; epistasis; gene dosage; genome editing; inflorescence; MADS-box gene; meristem; stem cell; tomato,Soyk S.; Lemmon Z.H.; Oved M.; Fisher J.; Liberatore K.L.; Park S.J.; Goren A.; Jiang K.; Ramos A.; van der Knaap E.; Van Eck J.; Zamir D.; Eshed Y.; Lippman Z.B.,84.0,727639315.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017
2192,SCOPUS_ID:0020181804,6291774,The unstable wdzl mutation of Drosophila is caused by a 13 kilobase insertion that is imprecisely excised in phenotypic revertants,Cell,30.0,543-550,1982-01-01,Article,36,"We have analyzed the lesion in wDZL, a genetically unstable mutant allele of the eye color locus, white, of Drosophila melanogaster. We have cloned the DNA of the white locus region of flies carrying the wDZL allele and find a 13 kilobase insertion not present in the wild-type at the corresponding location. In 12 independent cases examined, reversion to a wild-type eye color phenotype correlates with the excision of a portion of this 13 kilobase insertion, indicating that the insertion is the cause of the mutation. The portion of the insertion that is excised in these eye color revertants is heterogeneous in size but appears to include the central 6 kilobases of the insertion in all cases. Many of these eye color revertants continue to undergo mutation at the white locus, indicating that the residual portion of the insertion in these revertants is sufficient to promote mutations. © 1982.",,Levis R.; Rubin G.M.,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
2139,SCOPUS_ID:0020324631,6288262,Directed transposon Tn5 mutagenesis and complementation analysis of rhizobium meliloti symbiotic nitrogen fixation genes,Cell,29.0,551-559,1982-01-01,Article,100,"An 18 kb region adjacent to and surrounding the genes for nitrogenase (nif) was cloned from the genome of the symbiotic nitrogen-fixing species Rhizobium meliloti. A total of 31 Tn5 insertions in the nif region were constructed and assayed for their effect on symbiotic nitrogen fixation (Fix phenotype). Fix- insertions were found in two clusters, one 6.3 kb and a second at least 5.0 kb, separated by a 1.6 kb region not containing essential symbiotic genes. The locations of at least three transcription units containing Fix genes were deduced from complementation analysis between genomic nif::Tn5 insertions and nif::Tn5 insertions on mobilizable cloning vectors. The locations of R. meliloti genes nifH, nifD and nifK, which code for the single subunit of the nitrogenase Fe protein and for the two subunits of the nitrogenase MoFe protein respectively, were determined by DNA hybridization to cloned Klebsiella pneumoniae nif genes and by comparison of partial R. meliloti DNA sequences with K. pneumoniae nif gene sequences. R. meliloti nifH, D and K are located in the 6.3 kb Fix-::Tn5 cluster and are transcribed in the order nifH, nifD, nifK, which is the same order as in K. pneumoniae. © 1982.",,Ruvkun G.B.; Sundaresan V.; Ausubel F.M.,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
10606,SCOPUS_ID:34147163066,17448994,EphA-Ephrin-A-Mediated β Cell Communication Regulates Insulin Secretion from Pancreatic Islets,Cell,129.0,359-370,2007-04-20,Article,246,"In vertebrates, β cells are aggregated in the form of pancreatic islets. Within these islets, communication between β cells inhibits basal insulin secretion and enhances glucose-stimulated insulin secretion, thus contributing to glucose homeostasis during fasting and feeding. In the search for the underlying molecular mechanism, we have discovered that β cells communicate via ephrin-As and EphAs. We provide evidence that ephrin-A5 is required for glucose-stimulated insulin secretion. We further show that EphA-ephrin-A-mediated β cell communication is bidirectional: EphA forward signaling inhibits insulin secretion, whereas ephrin-A reverse signaling stimulates insulin secretion. EphA forward signaling is downregulated in response to glucose, which indicates that, under basal conditions, β cells use EphA forward signaling to suppress insulin secretion and that, under stimulatory conditions, they shift to ephrin-A reverse signaling to enhance insulin secretion. Thus, we explain how β cell communication in pancreatic islets conversely affects basal and glucose-stimulated insulin secretion to improve glucose homeostasis. © 2007 Elsevier Inc. All rights reserved.",CELLBIO; HUMDISEASE,Konstantinova I.; Nikolova G.; Ohara-Imaizumi M.; Meda P.; Kucera T.; Zarbalis K.; Wurst W.; Nagamatsu S.; Lammert E.,49.0,1085825.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2007
4533,SCOPUS_ID:0023938276,2835167,Differential gene activation by glucocorticoids and progestins through the hormone regulatory element of mouse mammary tumor virus,Cell,53.0,371-382,1988-05-06,Article,152,"The hormone regulatory element (HRE) of mouse mammary tumor virus can mediate activation of an adjacent promoter by glucocorticoids and progestins. A detailed comparison of the DNA binding of receptors for both hormones using DNAase I footprinting and methylation protection detects clear differences in their interactions with the HRE region between positions -130 and -100. Binding studies and gene transfer experiments with a variety of mutants covering the entire HRE demonstrate differences in the relevance of the individual sequence motifs for induction by each hormone. The influence of changes in the angular orientation of receptor binding sites is also different for glucocorticoid and progesterone induction. In transfection experiments with mutated HREs, we find a functional cooperation between the receptor binding sites that does not correlate with variations in the in vitro affinity of the receptors for the corresponding DNA fragment. © 1988.",,Chalepakis G.; Arnemann J.; Slater E.; Bruller H.-J.; Gross B.; Beato M.,37.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
15358,SCOPUS_ID:85111634546,34216540,Polyamine metabolism is a central determinant of helper T cell lineage fidelity,Cell,184.0,4186-4202.e20,2021-08-05,Article,27,"© 2021 The AuthorsPolyamine synthesis represents one of the most profound metabolic changes during T cell activation, but the biological implications of this are scarcely known. Here, we show that polyamine metabolism is a fundamental process governing the ability of CD4+ helper T cells (TH) to polarize into different functional fates. Deficiency in ornithine decarboxylase, a crucial enzyme for polyamine synthesis, results in a severe failure of CD4+ T cells to adopt correct subset specification, underscored by ectopic expression of multiple cytokines and lineage-defining transcription factors across TH cell subsets. Polyamines control TH differentiation by providing substrates for deoxyhypusine synthase, which synthesizes the amino acid hypusine, and mice in which T cells are deficient for hypusine develop severe intestinal inflammatory disease. Polyamine-hypusine deficiency caused widespread epigenetic remodeling driven by alterations in histone acetylation and a re-wired tricarboxylic acid (TCA) cycle. Thus, polyamine metabolism is critical for maintaining the epigenome to focus TH cell subset fidelity.",eIF5A; hypusine; immunity; immunometabolism; metabolism; polyamines; T cells,Puleston D.J.; Baixauli F.; Sanin D.E.; Edwards-Hicks J.; Villa M.; Kabat A.M.; Kaminski M.M.; Stanckzak M.; Weiss H.J.; Grzes K.M.; Piletic K.; Field C.S.; Corrado M.; Haessler F.; Wang C.; Musa Y.; Schimmelpfennig L.; Flachsmann L.; Mittler G.; Yosef N.; Kuchroo V.K.; Buescher J.M.; Balabanov S.; Pearce E.J.; Green D.R.; Pearce E.L.,74.0,740402340.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2021
5187,SCOPUS_ID:0025130176,2401010,Cell interactions coordinate the development of the C. elegans egg-laying system,Cell,62.0,1041-1052,1990-09-21,Article,111,"Egg laying by the nematode Caenorhabditis elegans requires the functioning of the vulva, the gonad, the egg-laying muscles, and the two HSN neurons, which innervate these muscles. By analyzing a newly isolated mutant (dig-1) that displaces the gonad, we discovered that cell interactions coordinate the spatial relationships among the different components of the egg-laying system. First, the gonad induces the formation of the vulva, and vulval induction by dorsal gonads strongly suggests that the inductive signal can act at a distance. Second, the gonad acts at a distance to regulate the migrations of the sex myoblasts that generate the egg-laying musculature. Third, the positions of the axonal branch and synapses of each HSN neuron are displaced correspondingly with the rest of the egg-laying system in dig-1 animals, which suggests that cell interactions also control aspects of HSN development. © 1990.",,Thomas J.H.; Stern M.J.; Horvitz H.R.,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
12903,SCOPUS_ID:84892777709,24439379,Genetic identification and separation of innate and experience-dependent courtship behaviors in drosophila,Cell,156.0,236-248,2014-01-01,Article,55,"Wild-type D. melanogaster males innately possess the ability to perform a multistep courtship ritual to conspecific females. The potential for this behavior is specified by the male-specific products of the fruitless (fru M) gene; males without fruM do not court females when held in isolation. We show that such fruM null males acquire the potential for courtship when grouped with other flies; they apparently learn to court flies with which they were grouped, irrespective of sex or species and retain this behavior for at least a week. The male-specific product of the doublesex gene (dsxM) is necessary and sufficient for the acquisition of the potential for such experience-dependent courtship. These results reveal a process that builds, via dsxM and social experience, the potential for a more flexible sexual behavior, which could be evolutionarily conserved as dsx-related genes that function in sexual development are found throughout the animal kingdom. © 2014 Elsevier Inc.",,Pan Y.; Baker B.S.,57.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
